3/31/2020 22:28,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:28,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:27,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:27,b'People keep telling me that Show Yourself is the sneaky 1.01 song from #Frozen2 but when my daughter puts the soundtrack on I find myself far more excited to hear Lost in the Woods.'
,
3/31/2020 22:26,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:25,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:25,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:24,b'RT @mmmagnolia: Every inch of me is trembling\nBut not from the cold #frozen2 https://t.co/BY3T1WkxFf'
,
3/31/2020 22:24,"b'RT @BarMekler: May I present to you, Queen Anna - of Arendelle.\nThe drawing was made in Clip Studio, 31/03/2020\n\nHope all of you dealing wi\xe2\x80\xa6'"
,
3/31/2020 22:23,b'RT @nmavgic: Little Elsa is so cute \xf0\x9f\x92\x99 (shot animated by snowmation on ig) #frozen2 #elsa https://t.co/fg905xDUnh'
,
